author.name,date,text,geo.coordinates.coordinates,geo.geo.bbox,geo.name,hate_pred,emotion_pred,borough,latitude,longitude
Filiz,2022-10-12 17:54:09+00:00,"@theJeremyVine @lizziecundy What ever happened to being a lady? Isn’t this something better “Discovered” than in some magazines, she’s looking a bit desperate",,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,disgust,Lewisham,51.4624292,-0.0101787
dallas the blogger,2022-10-12 22:10:33+00:00,"men love sports, women love contracting and suffering from urinary tract infections",,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,joy,Islington,51.5384287,-0.0999051
don dada ☆,2022-10-12 22:16:46+00:00,Low vibrational ass nigga https://t.co/xfOQbrDE9f,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
Vashan Brown,2022-10-12 22:30:16+00:00,@Ricaaduh Hello. WOMM,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Kyra,2022-10-13 08:08:41+00:00,When I say I hate men. I mean it this time,,"[-0.259465, 51.417277, -0.127974, 51.486036]",Wandsworth,sexism,anger,Wandsworth,51.4570271,-0.1932607
Farda,2022-10-13 09:28:43+00:00,Dirty practice of religion fucked up everything,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,religion,anger,London,51.5073359,-0.12765
DemzzyTooAnti 🕺🏾💔,2022-10-13 14:39:27+00:00,Bitches want me to take them winter wonderland but can’t even act right through text messages????,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,anger,London,51.5073359,-0.12765
📞Athos Paps📞,2022-10-13 18:33:54+00:00,How do females have the ability to just burst out crying at any given second? It's like a light switch. Anything can set them off too. Unreal talent,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,joy,Barnet,51.65309,-0.2002261
Sasha Simic,2022-10-13 20:59:27+00:00,@MarvelADayProj I've just met a girl named....,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,joy,Hackney,51.5432402,-0.0493621
dallas the blogger,2022-10-13 21:27:25+00:00,"there’s a female equivalent of every royal title- king, queen, prince, princess, duke, duchess, lord, lady etc… does this mean royal aristocracy is… feminist???",,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,sexism,disgust,City of London,51.5156177,-0.0919983
Marlene,2022-10-13 21:31:34+00:00,@PrincessPinocch Twat!!!,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Will Jennings,2022-10-14 10:31:25+00:00,Absolute cunts. https://t.co/LRIfcbpGoD,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
SHG,2022-10-14 11:31:02+00:00,Ebba Tove Elsa Nilsson put EVERYTHING into #DirtFemme,,"[-0.254563, 51.463873, -0.177653, 51.532901]",Hammersmith,sexism,anticipation,Hammersmith,51.4920377,-0.2236401
Matías Cho,2022-10-14 12:54:14+00:00,Fucking Hippie Motherfffffuckers https://t.co/CQvqvNFxZQ,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,religion,anger,Camden Town,51.5423045,-0.1395604
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-10-14 13:20:11+00:00,"@MejaFoss Decent cleavage. Always need to be in position to say to a man, “Look at the face, not the…”",,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
TJ,2022-10-14 20:06:41+00:00,Stop stepping on people’s toes/feet Brighton. Dirty southern bastards,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,racism,anger,Hounslow,51.4686132,-0.3613471
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-15 05:43:53+00:00,Women have vaginas.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-15 05:53:46+00:00,Twat https://t.co/n9qHc9rPGi,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-15 06:11:13+00:00,Men are not and will never be women.  Stop gaslighting us,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
MR ONI,2022-10-15 09:31:34+00:00,@TheTobbyBlaze @ms___dale Listen to her na.... The Babe won treat the Man F**up.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-15 09:32:31+00:00,Twat https://t.co/P0P9zKHWmF,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
Qwabena Nyametease 🇬🇧🇬🇭,2022-10-15 13:24:55+00:00,After WOMEN fear EARLY KICK OFF!! 😩💔🤣,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,disgust,Hillingdon,51.542519299999995,-0.44833493117949663
Rak Noble - Boxing UK,2022-10-15 13:57:25+00:00,#SexPestTwitter 🚨 Female Card Special 🥊 I sometimes worry that Twitter will be the end of womens boxing 🤦🏾‍♂️ https://t.co/W6CekaAmNY,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,fear,Camberwell,51.4745706,-0.0925416
Odogwu,2022-10-15 15:37:24+00:00,Women are dangerous,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,disgust,Camberwell,51.4745706,-0.0925416
Simon Carne,2022-10-15 16:40:59+00:00,@christianwolmar @JohnMul45354802 She’s not very feminine,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,sadness,Richmond,51.4613531,-0.3032767
iPhone 13 Pro Max,2022-10-15 17:06:47+00:00,@JustStop_Oil Ur all selfish twats,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,anger,Richmond,51.4613531,-0.3032767
Odogwu,2022-10-15 17:08:03+00:00,Don't let a woman lead the way,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,optimism,Camberwell,51.4745706,-0.0925416
carole nightingale,2022-10-15 17:34:37+00:00,"The senseless annual killing of dolphins in Taiji must end now. @JAPANinUK, stop the dolphin massacre for good! #TaijiTerror #JapaneseKillingCove https://t.co/JvyL1JHxOY",,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,racism,anger,Bromley,51.4028046,0.0148142
Jeremy Maw ⭐️⭐️🌏,2022-10-15 18:13:35+00:00,Group of girls come in the pub. Order individually! ???wierd!,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,disgust,Bromley,51.4028046,0.0148142
⭐⭐Baron von Nilesy🌍,2022-10-15 18:33:49+00:00,@EuropeanBob7 Imagine that head being forced out of her mother's snatch at birth? Poor cunt.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
carole nightingale,2022-10-15 20:07:07+00:00,"The senseless annual killing of dolphins in Taiji must end now. @JAPANinUK, stop the dolphin massacre for good! #TaijiTerror #JapaneseKillingCove https://t.co/JvyL1JquMY",,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,racism,anger,Bromley,51.4028046,0.0148142
A.J. Stranger #UTAG,2022-10-15 22:06:54+00:00,@cowell64807 I just can’t get into women’s boxing. It just doesn’t feel right.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,sadness,Bromley,51.4028046,0.0148142
Masai Lincoln,2022-10-15 22:21:58+00:00,Women’s boxing &gt; YouTube boxing &gt; Men’s boxing,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,joy,Bromley,51.4028046,0.0148142
Simon Prynn QPR,2022-10-15 22:23:29+00:00,@QPRSMALL Omg some fight that big up the ladies better than the men,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,anger,Hounslow,51.4686132,-0.3613471
Fari,2022-10-15 22:54:29+00:00,No longer with my girl. Eating dinner with a lady idk. This woman randomly goes “you seem low. Your energy is low.” Babe don’t pmo 😭,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,sadness,Paddington,51.5154795,-0.175365
dilfsauce,2022-10-16 03:08:54+00:00,@ToveLo @SGLewis_ #pineappleslice the alleged leaked video snippet #DirtFemme https://t.co/hxCLlpBhb5,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anticipation,Lambeth,51.4952111,-0.1163354
Hanish888,2022-10-16 07:45:04+00:00,@SaveYourSons An inability to understand how to balance and stabilise their male sex hormone Testosterone. If they did they would be doing all the things that would make a man happy,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,sadness,Barnet,51.65309,-0.2002261
SalemHanna,2022-10-16 09:02:03+00:00,"@TeresaDePelegri If you mean reality, I suspect some male customers are less threatened by a female voice. If you mean fiction, there's Arnie's Terminator to add gender balance. Some male screenwriters may also have girl problems and find it easier to relate to a fake 'perfect girl'.",,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anticipation,Barnet,51.65309,-0.2002261
Odogwu,2022-10-16 09:38:37+00:00,@Faith__Stephen_ I don't trust women.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
Hussein Kanji,2022-10-16 10:38:12+00:00,The primates in the jungle that is the rest of the world could seriously ruin the garden of Eden that is Europe. Can’t build a wall high enough so man up and shear up! https://t.co/rpG6DPVp3b,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,racism,anger,Camden Town,51.5423045,-0.1395604
Odogwu,2022-10-16 11:54:29+00:00,Women love communication in relationships so they'll know where not to go with their other men .,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,optimism,Croydon,51.3713049,-0.101957
Julia,2022-10-16 12:33:44+00:00,@emeraldgemeni @KMcDill @MumOfTw0 Men should grow up,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
Farnaz 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇵🇰,2022-10-16 13:30:31+00:00,Why are these bastard Newcastle mans faking rolling around? What is this? Play like men ffs #MUNNEW,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Odogwu,2022-10-16 15:08:53+00:00,Women can't even host a successful space,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
Odogwu,2022-10-16 15:54:11+00:00,Why you go say Men are scum ?,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Odogwu,2022-10-16 16:24:53+00:00,"E reach women time ,una dey talk emotional intelligence",,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anticipation,Croydon,51.3713049,-0.101957
Odogwu,2022-10-16 16:25:06+00:00,Women no sabi banter at all,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Odogwu,2022-10-16 16:27:23+00:00,Ufuoma no sabi handle banter space . LMAO. Women are poor in this banter business.,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,joy,Croydon,51.3713049,-0.101957
Brea Tea,2022-10-16 18:20:34+00:00,"@livelih00d @mammafem @Damcrazywoman @maggiefn_Ghost @redlianak I’ve seen men is woman’s toilets most commonly establishment staff, cleaners, workmen, sometime gay male friends but most commonly I’ve seen woman go into the guys as the queue in the ladies is too long and they’re desperate…. Are these woman criminals of-course not",,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
George Thomas🇺🇸🇺🇸🇺🇸🇺🇸,2022-10-16 18:36:39+00:00,@GitmoGinni @EricMMatheny Maybe if the Chinese government wasn’t creating a new bio weapon we wouldn’t be here. Your mask and vaccines will stop nothing. A vaccine that doesn’t stop you from getting or spreading is not worth much,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,racism,anger,Poplar,51.5110713,-0.0144629
Odogwu,2022-10-16 19:19:48+00:00,Women are ungrateful,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,sadness,Croydon,51.3713049,-0.101957
Robert Stephenson-Padron OBE | bob.pcc.eth 🇺🇦,2022-10-16 22:24:56+00:00,The PRC gov is not trustworthy. Even with basic things. I met with a group of Chinese health professionals once and told them I wanted no one from the Chinese gov. The translator however was from the embassy. I know because I met her when she arrived in the UK years earlier…,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,racism,disgust,London,51.5073359,-0.12765
Danny Armstrong,2022-10-16 22:44:21+00:00,"@TabethaWatching May be a stand against a misogynistic regime, but ultimately grammatically incorrect .. 👀😄",,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anger,Poplar,51.5110713,-0.0144629
jas💭,2022-10-16 23:18:35+00:00,DONT TEST ME BITCH MA PATIENCE BE TWINNING WITH YO NIGGA DICK.,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,racism,anger,Romford,51.5760462,0.1822646
Odogwu,2022-10-17 00:29:42+00:00,Guyyyyyy. Men just sabi cruise https://t.co/Ylz580L2dI,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
Odogwu,2022-10-17 09:10:05+00:00,Women are not good people. I keep saying it. https://t.co/bIOtxy7isT,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Odogwu,2022-10-17 09:11:33+00:00,DO NOT FALL IN LOVE. It's a SCAM that women use to trap men and show you pepper later .,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
Paula Griffin 🏳️‍⚧️ 💙💖🤍💖💙,2022-10-17 14:26:50+00:00,@TransAstolfo @giddyupbill @McDonalds Should also add I’ve had plenty of comments on here from apparently male accounts with strange ideas of what female players get up to in dressing rooms.,,"[-0.39216, 51.391383, -0.221832, 51.489646]",Richmond,sexism,anger,Richmond,51.4613531,-0.3032767
Rose Sinclair,2022-10-17 15:25:51+00:00,@iseult Nice question.  Too subtle for men to understand...,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,joy,Camden Town,51.5423045,-0.1395604
Corrupted russians,2022-10-17 15:29:17+00:00,"@elonmusk @starrski71 @RenataKonkoly @EvaFoxU @kadubai11 @spideycyp_155 Imperialism should leave planet earth forever. We shouldn’t be afraid of nuke threats and we as humanity should stand up against imperialism. \n\nThere is no development, no growth where imperialism lies. Majority of people are degradating in this.",,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,racism,anger,Barnet,51.65309,-0.2002261
Incumbent,2022-10-17 17:18:29+00:00,"@Humbug_McHumbug @truemagic68 Female Cameron, PR bod no substance.",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,disgust,London,51.5073359,-0.12765
TEDxLondon,2022-10-17 18:28:24+00:00,"For example, 70% of the world's poorest people are women and girls. On top of that, our decisions, mobilities, social networks, access to finance are controlled and not the same level of access that men have.",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,disgust,London,51.5073359,-0.12765
✮ tyra ✮,2022-10-17 19:29:02+00:00,@iUsedToBeADuck women are so much more comfortable in their own house,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,joy,Hackney,51.5432402,-0.0493621
jaylen brown 🇳🇬🇳🇬,2022-10-18 12:14:24+00:00,Men’s business https://t.co/3CKsIPJTrI,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,anticipation,Islington,51.5384287,-0.0999051
Floyd Codlin,2022-10-18 12:20:36+00:00,@ammaralijan @labourblackrose All based on hyper exploitation of the w/c. China has adopted the worst of western capitalism and kept the worst of Stalinism,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,racism,disgust,Lewisham,51.4624292,-0.0101787
Jordy,2022-10-18 14:20:48+00:00,Nobody smokes more than a woman with a kid,,"[-0.2160701, 51.5098789, -0.1301597, 51.5397916]",Paddington,sexism,sadness,Paddington,51.5154795,-0.175365
Odogwu,2022-10-18 14:40:44+00:00,Avoid Women. We all got gifted hands. https://t.co/vIl0CfoTEC,,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]",London,sexism,anger,London,51.5073359,-0.12765
Olawale Ajala,2022-10-18 16:04:28+00:00,Bet you didn't know that the Royal Navy derogatory term for a Chinese Laundryman back in Hong Kong was 'Chogie'. May aswell call them niggers. It is a poorly thought-through slight. Outright racism which inadvertently backfires as an insult to Chinese folk. You've outdone y'self.,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,racism,anger,Poplar,51.5110713,-0.0144629
Avoid_me,2022-10-18 19:06:06+00:00,Why womans mess with my heart soo much,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,sadness,Lambeth,51.4952111,-0.1163354
mark emlyn evans,2022-10-18 19:39:08+00:00,Just answered ‘I’m female; I’d tell’ in a Twitter poll.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
NOISY ALIEN HUNTER,2022-10-18 22:11:20+00:00,SYLPH Aliens swarming dumb twats head https://t.co/rop6wneaqg,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anger,Camberwell,51.4745706,-0.0925416
Sean,2022-10-18 22:28:23+00:00,@BalogunAgbede @TheAthleticUK Bless your retarded brain,,"[-0.112442, 51.5068, -0.0733794, 51.522161]",City of London,disability,anger,City of London,51.5156177,-0.0919983
bassam sheikh hsein fan club,2022-10-19 07:50:37+00:00,a relationship should be 50/50 i do all her work and chores for her and she lets me sit next to her and look at her,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,joy,Camden Town,51.5423045,-0.1395604
Odogwu,2022-10-19 08:22:36+00:00,"Na guys dey kiss, no issue. Why man go dey kiss woman . E no dey hear say women wicked? https://t.co/ANWvgvZPFA",,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
Jane Pickersgill - Gardner #RejoinEU,2022-10-19 08:47:17+00:00,Twat. https://t.co/sUasuqSZoz,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anger,Lewisham,51.4624292,-0.0101787
Emma 🧡,2022-10-19 08:56:54+00:00,Women rambling on about the new world order should really be shut down by @LBC she's just peddling lies and conspiracies,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Ruth Elleson,2022-10-19 09:01:44+00:00,@anon_opin “Anyone” = …women.,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
A.J. Stranger #UTAG,2022-10-19 09:48:35+00:00,@njjea @cccammy1 “Don’t date blondes”.,,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,anticipation,Bromley,51.4028046,0.0148142
Odogwu,2022-10-19 10:00:13+00:00,Prolly running away from a woman's wickedness https://t.co/bmkyP542Ti,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,optimism,Croydon,51.3713049,-0.101957
🪷واتِر لیلی🪷,2022-10-19 12:11:32+00:00,@jupiter_rad_2 Woman,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,joy,London,51.5073359,-0.12765
Indar Picton-Howell,2022-10-19 12:49:32+00:00,@CroneInAMillion Going be messy. Stand? Worse than men.,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Peter Gibson,2022-10-19 13:26:12+00:00,@TiceRichard What planet are these yuppie dickheads on!!!!!,,"[0.140821, 51.500544, 0.280358, 51.62063]",Romford,racism,anger,Romford,51.5760462,0.1822646
𝖄𝖆𝖘𝖒𝖎𝖓 🖤,2022-10-19 17:42:36+00:00,London is not a place for a girl to be cutting around on her own.,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,disgust,Barnet,51.65309,-0.2002261
Tanya Barman,2022-10-19 18:46:31+00:00,This is a man’s issue https://t.co/zMAXlWOKSc,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,sexism,anger,Lewisham,51.4624292,-0.0101787
Aram,2022-10-19 22:12:01+00:00,Men are just disappointment,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,sadness,Lambeth,51.4952111,-0.1163354
cheekyforso,2022-10-19 22:39:41+00:00,I am too old to be watching #unapologetic on #channel4. #sidechick defined by 2 types? Say what. What is a male sidekick called?,,"[-0.104501, 51.518605, -0.015834, 51.5766844]",Hackney,sexism,disgust,Hackney,51.5432402,-0.0493621
Odogwu,2022-10-19 22:43:46+00:00,Men don't cheat. This is cap . https://t.co/WxAze0y78D,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-20 07:10:54+00:00,Just another boring old misogynist.  Twat https://t.co/vLWe3jfrUu,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anger,Camden Town,51.5423045,-0.1395604
Sacha Coward,2022-10-20 08:26:42+00:00,@PolisLoizou Literally an empty lil china head,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,racism,sadness,Camden Town,51.5423045,-0.1395604
(((Debbie Simone)))🐳#SlavaUkraini,2022-10-20 08:28:26+00:00,@TomOliverMoore @Keir_Starmer @UKLabour But self ID is a problem for most women,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,sadness,Poplar,51.5110713,-0.0144629
Gilly Kenealy,2022-10-20 11:00:06+00:00,@st_pax @fem_mb @PGHosp They have the same rights in UK as everyone else. The Equality Act allows for female-only care/services and PG is a Women's hospital.,,"[-0.457966, 51.420633, -0.243419, 51.502851]",Hounslow,sexism,optimism,Hounslow,51.4686132,-0.3613471
millsey.,2022-10-20 12:42:22+00:00,Woman do not in fact run the world https://t.co/MVHYAqZtye,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,disgust,Islington,51.5384287,-0.0999051
dallas the blogger,2022-10-20 13:21:41+00:00,women love things that last six weeks,,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,joy,Islington,51.5384287,-0.0999051
Anne Bennett 💙,2022-10-20 13:42:03+00:00,@PitchWorldWoman @DeborahMeaden Would peppa be the first female allowed to do th8s one??,,"[-0.1114755, 51.4194247, -0.0297308, 51.509947]",Camberwell,sexism,anticipation,Camberwell,51.4745706,-0.0925416
Teri Carson ☠️ 🇮🇪 💀 🇨🇮 ☠️,2022-10-20 14:28:55+00:00,"@E_J8one @CrazyNana1974 @ReemDepp Cold, cold women be cold!",,"[-0.1420579, 51.5185518, -0.076305, 51.575301]",Islington,sexism,sadness,Islington,51.5384287,-0.0999051
Classy ashantel,2022-10-20 21:26:29+00:00,@P_Salasya  AM GOD FEARING WOMAN REASY TO SETTLE NOTE1.VERY WELL EDUCATED 2.Financially stable 3.well traveled,,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,fear,Poplar,51.5110713,-0.0144629
Qwabena Nyametease 🇬🇧🇬🇭,2022-10-21 08:35:48+00:00,"It pains when dating a girl &amp; later find out she is the girl of the people, by the people &amp; for the people. 😢🤣",,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,sadness,Hillingdon,51.542519299999995,-0.44833493117949663
matt,2022-10-21 09:10:16+00:00,vigilante shit was written for geminis,,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,anger,Lambeth,51.4952111,-0.1163354
Kelechi-dono 🦅,2022-10-21 09:27:35+00:00,Niggas die everyday B,,"[-0.074547, 51.414087, 0.038567, 51.494127]",Lewisham,racism,anger,Lewisham,51.4624292,-0.0101787
𖣔꧁ 𝑬𝒍𝒆𝒏𝒊𝑳𝒐𝒗𝒆s ꧂𖣔,2022-10-21 09:55:54+00:00,"@VikingSlaveGirl Also vanity, in a man. For me, anyway.",,"[-0.15191, 51.410792, -0.078902, 51.509887]",Lambeth,sexism,optimism,Lambeth,51.4952111,-0.1163354
David Marlowe Bastin,2022-10-21 13:01:39+00:00,@Odyne_LaFee I need a woman with big.....,,"[-0.2925791, 51.555179, -0.12921, 51.6685903]",Barnet,sexism,anticipation,Barnet,51.65309,-0.2002261
daveno7,2022-10-21 17:00:06+00:00,The twats are out tonight,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,anger,Croydon,51.3713049,-0.101957
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-21 19:48:27+00:00,Women are women unless they are men.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,anticipation,Camden Town,51.5423045,-0.1395604
UlsterHornet,2022-10-21 19:57:58+00:00,@thegemsons @LukeCarey1881 bald cant,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,disability,sadness,Hillingdon,51.542519299999995,-0.44833493117949663
"jane Gray, 💜WOMAN adult human female🇺🇦",2022-10-21 20:32:29+00:00,When i have a smear i would only expect a women to perform it.  This is me at my most vulnerable snd i would refuse a man however they identify.,,"[-0.213503, 51.512805, -0.105303, 51.572068]",Camden Town,sexism,disgust,Camden Town,51.5423045,-0.1395604
gerard lawlor,2022-10-21 20:44:56+00:00,"@kierancuddihy A bit misogynist, it’s probably a man. The women get blamed for everything 😜",,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,sexism,anger,Hillingdon,51.542519299999995,-0.44833493117949663
IanEastLondon,2022-10-21 22:32:53+00:00,"@rob11335577 @Life_InA_Moment No, a woman.",,"[-0.080028, 51.48432, 0.009989, 51.545341]",Poplar,sexism,anticipation,Poplar,51.5110713,-0.0144629
VALENTINA 🇦🇴,2022-10-21 23:13:56+00:00,Men used to build and hunt,,"[-0.161749, 51.294332, -0.023517, 51.42353]",Croydon,sexism,disgust,Croydon,51.3713049,-0.101957
Patrick Mougin 🇪🇺🇦🇺🇫🇷🏳️‍🌈🏳️‍⚧️,2022-10-21 23:55:08+00:00,Mental note: never ever EVER get on this girl’s bad side… 😳 https://t.co/S4hpCA1tZR,,"[-0.187894, 51.483718, -0.109978, 51.5164655]",London,sexism,anger,London,51.5073359,-0.12765
Adela Terrell PG Dip,2022-10-22 07:28:47+00:00,"@AndiAbides @ScreamingWh0re @IzzyKamikaze ""Females""... lol https://t.co/U9EvKf0vs3",,"[-0.080526, 51.3434174, 0.1331237, 51.4452233]",Bromley,sexism,joy,Bromley,51.4028046,0.0148142
Ash,2022-10-22 14:47:17+00:00,@jocelynhurndall The hatred spewing out of Islamism is really one the vile elements of this religion.,,"[-0.5086841, 51.4551164, -0.3760375, 51.619006]",Hillingdon,religion,anger,Hillingdon,51.542519299999995,-0.44833493117949663
